hero_names,power,present
War Machine,Mind Blast,FALSE
Warlock,Mind Blast,FALSE
Warp,Mind Blast,FALSE
Warpath,Mind Blast,FALSE
Wasp,Mind Blast,FALSE
Watcher,Mind Blast,FALSE
Weapon XI,Mind Blast,FALSE
White Canary,Mind Blast,FALSE
Wildfire,Mind Blast,FALSE
Winter Soldier,Mind Blast,FALSE
Wolfsbane,Mind Blast,FALSE
Wolverine,Mind Blast,FALSE
Wonder Girl,Mind Blast,FALSE
Wonder Man,Mind Blast,FALSE
Wonder Woman,Mind Blast,FALSE
X-23,Mind Blast,FALSE
X-Man,Mind Blast,FALSE
Yellowjacket,Mind Blast,FALSE
Yellowjacket II,Mind Blast,FALSE
Ymir,Mind Blast,FALSE
Yoda,Mind Blast,FALSE
Zatanna,Mind Blast,FALSE
Zoom,Mind Blast,FALSE
3-D Man,Probability Manipulation,FALSE
A-Bomb,Probability Manipulation,FALSE
Abe Sapien,Probability Manipulation,FALSE
Abin Sur,Probability Manipulation,FALSE
Abomination,Probability Manipulation,FALSE
Abraxas,Probability Manipulation,FALSE
Absorbing Man,Probability Manipulation,FALSE
Adam Monroe,Probability Manipulation,FALSE
Adam Strange,Probability Manipulation,FALSE
Agent Bob,Probability Manipulation,FALSE
Agent Zero,Probability Manipulation,FALSE
Air-Walker,Probability Manipulation,FALSE
Ajax,Probability Manipulation,FALSE
Alan Scott,Probability Manipulation,FALSE
Alex Mercer,Probability Manipulation,FALSE
Alex Woolsly,Probability Manipulation,FALSE
Alien,Probability Manipulation,FALSE
Allan Quatermain,Probability Manipulation,FALSE
Amazo,Probability Manipulation,FALSE
Ammo,Probability Manipulation,FALSE
Ando Masahashi,Probability Manipulation,FALSE
Angel,Probability Manipulation,FALSE
Angel Dust,Probability Manipulation,FALSE
Angel Salvadore,Probability Manipulation,FALSE
Angela,Probability Manipulation,FALSE
Animal Man,Probability Manipulation,FALSE
Annihilus,Probability Manipulation,FALSE
Ant-Man,Probability Manipulation,FALSE
Ant-Man II,Probability Manipulation,FALSE
Anti-Monitor,Probability Manipulation,FALSE
Anti-Spawn,Probability Manipulation,FALSE
Anti-Venom,Probability Manipulation,FALSE
Apocalypse,Probability Manipulation,FALSE
Aquababy,Probability Manipulation,FALSE
Aqualad,Probability Manipulation,FALSE
Aquaman,Probability Manipulation,FALSE
Arachne,Probability Manipulation,FALSE
Archangel,Probability Manipulation,FALSE
Arclight,Probability Manipulation,FALSE
Ardina,Probability Manipulation,FALSE
Ares,Probability Manipulation,FALSE
Ariel,Probability Manipulation,FALSE
Armor,Probability Manipulation,FALSE
Astro Boy,Probability Manipulation,FALSE
Atlas,Probability Manipulation,FALSE
Atom,Probability Manipulation,FALSE
Atom Girl,Probability Manipulation,FALSE
Atom II,Probability Manipulation,FALSE
Atom III,Probability Manipulation,FALSE
Atom IV,Probability Manipulation,FALSE
Aurora,Probability Manipulation,FALSE
Azazel,Probability Manipulation,FALSE
Azrael,Probability Manipulation,FALSE
Aztar,Probability Manipulation,FALSE
Bananaman,Probability Manipulation,FALSE
Bane,Probability Manipulation,FALSE
Banshee,Probability Manipulation,FALSE
Bantam,Probability Manipulation,FALSE
Batgirl,Probability Manipulation,FALSE
Batgirl IV,Probability Manipulation,FALSE
Batgirl VI,Probability Manipulation,FALSE
Batman,Probability Manipulation,FALSE
Batman II,Probability Manipulation,FALSE
Battlestar,Probability Manipulation,FALSE
Batwoman V,Probability Manipulation,FALSE
Beak,Probability Manipulation,FALSE
Beast,Probability Manipulation,FALSE
Beast Boy,Probability Manipulation,FALSE
Ben 10,Probability Manipulation,FALSE
Beta Ray Bill,Probability Manipulation,FALSE
Beyonder,Probability Manipulation,FALSE
Big Barda,Probability Manipulation,FALSE
Big Daddy,Probability Manipulation,FALSE
Big Man,Probability Manipulation,FALSE
Bill Harken,Probability Manipulation,FALSE
Billy Kincaid,Probability Manipulation,FALSE
Binary,Probability Manipulation,FALSE
Bionic Woman,Probability Manipulation,FALSE
Bird-Brain,Probability Manipulation,FALSE
Bird-Man,Probability Manipulation,FALSE
Bird-Man II,Probability Manipulation,FALSE
Birdman,Probability Manipulation,FALSE
Bishop,Probability Manipulation,FALSE
Bizarro,Probability Manipulation,FALSE
Bizarro-Girl,Probability Manipulation,FALSE
Black Abbott,Probability Manipulation,FALSE
Black Adam,Probability Manipulation,FALSE
Black Bolt,Probability Manipulation,FALSE
Black Canary,Probability Manipulation,FALSE
Black Cat,Probability Manipulation,TRUE
Black Flash,Probability Manipulation,FALSE
Black Knight III,Probability Manipulation,FALSE
Black Lightning,Probability Manipulation,FALSE
Black Mamba,Probability Manipulation,FALSE
Black Manta,Probability Manipulation,FALSE
Black Panther,Probability Manipulation,FALSE
Black Vulcan,Probability Manipulation,FALSE
Black Widow,Probability Manipulation,FALSE
Blackout,Probability Manipulation,FALSE
Blackwing,Probability Manipulation,FALSE
Blackwulf,Probability Manipulation,FALSE
Blade,Probability Manipulation,FALSE
Bling!,Probability Manipulation,FALSE
Blink,Probability Manipulation,FALSE
Blizzard,Probability Manipulation,FALSE
Blizzard II,Probability Manipulation,FALSE
Blob,Probability Manipulation,FALSE
Bloodaxe,Probability Manipulation,FALSE
Bloodhawk,Probability Manipulation,FALSE
Bloodwraith,Probability Manipulation,FALSE
Blue Beetle,Probability Manipulation,FALSE
Blue Beetle II,Probability Manipulation,FALSE
Blue Beetle III,Probability Manipulation,FALSE
Blue Streak,Probability Manipulation,FALSE
Boba Fett,Probability Manipulation,FALSE
Bomb Queen,Probability Manipulation,FALSE
Boom-Boom,Probability Manipulation,FALSE
Booster Gold,Probability Manipulation,FALSE
Box IV,Probability Manipulation,FALSE
Bradley,Probability Manipulation,FALSE
Brainiac,Probability Manipulation,FALSE
Brainiac 5,Probability Manipulation,FALSE
Brother Voodoo,Probability Manipulation,FALSE
Brundlefly,Probability Manipulation,FALSE
Buffy,Probability Manipulation,FALSE
Bullseye,Probability Manipulation,FALSE
Bumblebee,Probability Manipulation,FALSE
Bumbleboy,Probability Manipulation,FALSE
Bushido,Probability Manipulation,FALSE
Cable,Probability Manipulation,FALSE
Callisto,Probability Manipulation,FALSE
Cameron Hicks,Probability Manipulation,FALSE
Cannonball,Probability Manipulation,FALSE
Captain America,Probability Manipulation,FALSE
Captain Atom,Probability Manipulation,FALSE
Captain Britain,Probability Manipulation,FALSE
Captain Cold,Probability Manipulation,FALSE
Captain Epic,Probability Manipulation,FALSE
Captain Hindsight,Probability Manipulation,FALSE
Captain Marvel,Probability Manipulation,FALSE
Captain Marvel II,Probability Manipulation,FALSE
Captain Midnight,Probability Manipulation,FALSE
Captain Planet,Probability Manipulation,FALSE
Captain Universe,Probability Manipulation,FALSE
Carnage,Probability Manipulation,FALSE
Cat,Probability Manipulation,FALSE
Catwoman,Probability Manipulation,FALSE
Century,Probability Manipulation,FALSE
Cerebra,Probability Manipulation,FALSE
Chamber,Probability Manipulation,FALSE
Chameleon,Probability Manipulation,FALSE
Changeling,Probability Manipulation,FALSE
Cheetah,Probability Manipulation,FALSE
Cheetah II,Probability Manipulation,FALSE
Cheetah III,Probability Manipulation,FALSE
Chromos,Probability Manipulation,TRUE
Chuck Norris,Probability Manipulation,FALSE
Citizen Steel,Probability Manipulation,FALSE
Claire Bennet,Probability Manipulation,FALSE
Clayface,Probability Manipulation,FALSE
Cloak,Probability Manipulation,FALSE
Cogliostro,Probability Manipulation,FALSE
Colossus,Probability Manipulation,FALSE
Concrete,Probability Manipulation,FALSE
Copycat,Probability Manipulation,FALSE
Cottonmouth,Probability Manipulation,FALSE
Crimson Crusader,Probability Manipulation,FALSE
Crimson Dynamo,Probability Manipulation,FALSE
Crystal,Probability Manipulation,FALSE
Curse,Probability Manipulation,FALSE
Cy-Gor,Probability Manipulation,FALSE
Cyborg,Probability Manipulation,FALSE
Cyborg Superman,Probability Manipulation,FALSE
Cyclops,Probability Manipulation,FALSE
DL Hawkins,Probability Manipulation,FALSE
Dagger,Probability Manipulation,FALSE
Daphne Powell,Probability Manipulation,FALSE
Daredevil,Probability Manipulation,FALSE
Darkhawk,Probability Manipulation,FALSE
Darkman,Probability Manipulation,FALSE
Darkseid,Probability Manipulation,FALSE
Darkstar,Probability Manipulation,FALSE
Darth Maul,Probability Manipulation,FALSE
Darth Vader,Probability Manipulation,FALSE
Dash,Probability Manipulation,FALSE
Data,Probability Manipulation,FALSE
Dazzler,Probability Manipulation,FALSE
Deadman,Probability Manipulation,FALSE
Deadpool,Probability Manipulation,FALSE
Deadshot,Probability Manipulation,FALSE
Deathlok,Probability Manipulation,FALSE
Deathstroke,Probability Manipulation,FALSE
Dementor,Probability Manipulation,FALSE
Demogoblin,Probability Manipulation,FALSE
Destroyer,Probability Manipulation,FALSE
Diamondback,Probability Manipulation,FALSE
Doc Samson,Probability Manipulation,FALSE
Doctor Doom,Probability Manipulation,FALSE
Doctor Doom II,Probability Manipulation,FALSE
Doctor Fate,Probability Manipulation,FALSE
Doctor Octopus,Probability Manipulation,FALSE
Doctor Poison,Probability Manipulation,FALSE
Doctor Strange,Probability Manipulation,FALSE
Domino,Probability Manipulation,TRUE
Donatello,Probability Manipulation,FALSE
Donna Troy,Probability Manipulation,FALSE
Doomsday,Probability Manipulation,FALSE
Doppelganger,Probability Manipulation,FALSE
Dormammu,Probability Manipulation,FALSE
Dr Manhattan,Probability Manipulation,FALSE
Drax the Destroyer,Probability Manipulation,FALSE
Ego,Probability Manipulation,FALSE
Elastigirl,Probability Manipulation,FALSE
Electro,Probability Manipulation,FALSE
Elektra,Probability Manipulation,FALSE
Elle Bishop,Probability Manipulation,FALSE
Elongated Man,Probability Manipulation,FALSE
Emma Frost,Probability Manipulation,FALSE
Enchantress,Probability Manipulation,FALSE
Energy,Probability Manipulation,FALSE
Ethan Hunt,Probability Manipulation,FALSE
Etrigan,Probability Manipulation,FALSE
Evil Deadpool,Probability Manipulation,FALSE
Evilhawk,Probability Manipulation,FALSE
Exodus,Probability Manipulation,FALSE
Fabian Cortez,Probability Manipulation,FALSE
Falcon,Probability Manipulation,FALSE
Fallen One II,Probability Manipulation,FALSE
Faora,Probability Manipulation,FALSE
Feral,Probability Manipulation,FALSE
Fighting Spirit,Probability Manipulation,FALSE
Fin Fang Foom,Probability Manipulation,FALSE
Fire,Probability Manipulation,FALSE
Firebird,Probability Manipulation,FALSE
Firelord,Probability Manipulation,FALSE
Firestar,Probability Manipulation,FALSE
Firestorm,Probability Manipulation,FALSE
Flash,Probability Manipulation,FALSE
Flash Gordon,Probability Manipulation,FALSE
Flash II,Probability Manipulation,FALSE
Flash III,Probability Manipulation,FALSE
Flash IV,Probability Manipulation,FALSE
Forge,Probability Manipulation,FALSE
Franklin Richards,Probability Manipulation,FALSE
Frenzy,Probability Manipulation,FALSE
Frigga,Probability Manipulation,FALSE
Galactus,Probability Manipulation,FALSE
Gambit,Probability Manipulation,FALSE
Gamora,Probability Manipulation,FALSE
Garbage Man,Probability Manipulation,FALSE
Gary Bell,Probability Manipulation,FALSE
General Zod,Probability Manipulation,FALSE
Genesis,Probability Manipulation,FALSE
Ghost Rider,Probability Manipulation,FALSE
Ghost Rider II,Probability Manipulation,FALSE
Giganta,Probability Manipulation,FALSE
Gladiator,Probability Manipulation,FALSE
Goblin Queen,Probability Manipulation,FALSE
Godzilla,Probability Manipulation,FALSE
Gog,Probability Manipulation,FALSE
Goku,Probability Manipulation,FALSE
Goliath IV,Probability Manipulation,FALSE
Gorilla Grodd,Probability Manipulation,FALSE
Granny Goodness,Probability Manipulation,FALSE
Gravity,Probability Manipulation,FALSE
Greedo,Probability Manipulation,FALSE
Green Arrow,Probability Manipulation,FALSE
Green Goblin,Probability Manipulation,FALSE
Green Goblin II,Probability Manipulation,FALSE
Green Goblin III,Probability Manipulation,FALSE
Green Goblin IV,Probability Manipulation,FALSE
Groot,Probability Manipulation,FALSE
Guy Gardner,Probability Manipulation,FALSE
Hal Jordan,Probability Manipulation,FALSE
Han Solo,Probability Manipulation,FALSE
Hancock,Probability Manipulation,FALSE
Harley Quinn,Probability Manipulation,FALSE
Harry Potter,Probability Manipulation,FALSE
Havok,Probability Manipulation,FALSE
Hawk,Probability Manipulation,FALSE
Hawkeye,Probability Manipulation,FALSE
Hawkeye II,Probability Manipulation,FALSE
Hawkgirl,Probability Manipulation,FALSE
Hawkman,Probability Manipulation,FALSE
Heat Wave,Probability Manipulation,FALSE
Hela,Probability Manipulation,FALSE
Hellboy,Probability Manipulation,FALSE
Hellcat,Probability Manipulation,FALSE
Hellgramite,Probability Manipulation,FALSE
Hellstorm,Probability Manipulation,FALSE
Hercules,Probability Manipulation,FALSE
Hiro Nakamura,Probability Manipulation,FALSE
Hit-Girl,Probability Manipulation,FALSE
Hobgoblin,Probability Manipulation,FALSE
Hollow,Probability Manipulation,FALSE
Hope Summers,Probability Manipulation,FALSE
Hulk,Probability Manipulation,FALSE
Human Torch,Probability Manipulation,FALSE
Huntress,Probability Manipulation,FALSE
Husk,Probability Manipulation,FALSE
Hybrid,Probability Manipulation,FALSE
Hydro-Man,Probability Manipulation,FALSE
Hyperion,Probability Manipulation,FALSE
Iceman,Probability Manipulation,FALSE
Impulse,Probability Manipulation,FALSE
Indiana Jones,Probability Manipulation,FALSE
Indigo,Probability Manipulation,FALSE
Ink,Probability Manipulation,FALSE
Invisible Woman,Probability Manipulation,FALSE
Iron Fist,Probability Manipulation,FALSE
Iron Man,Probability Manipulation,FALSE
Iron Monger,Probability Manipulation,FALSE
Isis,Probability Manipulation,FALSE
JJ Powell,Probability Manipulation,FALSE
Jack of Hearts,Probability Manipulation,FALSE
Jack-Jack,Probability Manipulation,FALSE
James Bond,Probability Manipulation,FALSE
James T. Kirk,Probability Manipulation,FALSE
Jar Jar Binks,Probability Manipulation,FALSE
Jason Bourne,Probability Manipulation,FALSE
Jean Grey,Probability Manipulation,FALSE
Jean-Luc Picard,Probability Manipulation,FALSE
Jennifer Kale,Probability Manipulation,FALSE
Jessica Cruz,Probability Manipulation,FALSE
Jessica Jones,Probability Manipulation,FALSE
Jim Powell,Probability Manipulation,FALSE
Johann Krauss,Probability Manipulation,FALSE
John Constantine,Probability Manipulation,FALSE
John Stewart,Probability Manipulation,FALSE
John Wraith,Probability Manipulation,FALSE
Joker,Probability Manipulation,FALSE
Jolt,Probability Manipulation,FALSE
Jubilee,Probability Manipulation,FALSE
Judge Dredd,Probability Manipulation,FALSE
Juggernaut,Probability Manipulation,FALSE
Junkpile,Probability Manipulation,FALSE
Justice,Probability Manipulation,FALSE
K-2SO,Probability Manipulation,FALSE
Kang,Probability Manipulation,FALSE
Karate Kid,Probability Manipulation,FALSE
Kathryn Janeway,Probability Manipulation,FALSE
Katniss Everdeen,Probability Manipulation,FALSE
Kevin 11,Probability Manipulation,FALSE
Kick-Ass,Probability Manipulation,FALSE
Kid Flash,Probability Manipulation,FALSE
Killer Croc,Probability Manipulation,FALSE
Killer Frost,Probability Manipulation,FALSE
Kilowog,Probability Manipulation,FALSE
King Kong,Probability Manipulation,FALSE
King Shark,Probability Manipulation,FALSE
Klaw,Probability Manipulation,FALSE
Kool-Aid Man,Probability Manipulation,FALSE
Kraven II,Probability Manipulation,FALSE
Kraven the Hunter,Probability Manipulation,FALSE
Krypto,Probability Manipulation,FALSE
Kyle Rayner,Probability Manipulation,FALSE
Kylo Ren,Probability Manipulation,FALSE
Lady Bullseye,Probability Manipulation,FALSE
Lady Deathstrike,Probability Manipulation,FALSE
Lara Croft,Probability Manipulation,FALSE
Leader,Probability Manipulation,FALSE
Leech,Probability Manipulation,FALSE
Legion,Probability Manipulation,FALSE
Leonardo,Probability Manipulation,FALSE
Lex Luthor,Probability Manipulation,FALSE
Light Lass,Probability Manipulation,FALSE
Lightning Lad,Probability Manipulation,FALSE
Lightning Lord,Probability Manipulation,FALSE
Little Epic,Probability Manipulation,FALSE
Living Brain,Probability Manipulation,FALSE
Living Tribunal,Probability Manipulation,TRUE
Liz Sherman,Probability Manipulation,FALSE
Lizard,Probability Manipulation,FALSE
Lobo,Probability Manipulation,FALSE
Loki,Probability Manipulation,FALSE
Longshot,Probability Manipulation,TRUE
Lord Voldemort,Probability Manipulation,FALSE
Luke Cage,Probability Manipulation,FALSE
Luke Campbell,Probability Manipulation,FALSE
Luke Skywalker,Probability Manipulation,FALSE
Luna,Probability Manipulation,FALSE
Lyja,Probability Manipulation,FALSE
MODOK,Probability Manipulation,FALSE
Mach-IV,Probability Manipulation,FALSE
Machine Man,Probability Manipulation,FALSE
Magneto,Probability Manipulation,FALSE
Magog,Probability Manipulation,FALSE
Magus,Probability Manipulation,FALSE
Man of Miracles,Probability Manipulation,TRUE
Man-Bat,Probability Manipulation,FALSE
Man-Thing,Probability Manipulation,FALSE
Man-Wolf,Probability Manipulation,FALSE
Mandarin,Probability Manipulation,FALSE
Mantis,Probability Manipulation,FALSE
Martian Manhunter,Probability Manipulation,FALSE
Marvel Girl,Probability Manipulation,FALSE
Master Brood,Probability Manipulation,FALSE
Master Chief,Probability Manipulation,FALSE
Match,Probability Manipulation,FALSE
Matt Parkman,Probability Manipulation,FALSE
Maverick,Probability Manipulation,FALSE
Maxima,Probability Manipulation,FALSE
Maya Herrera,Probability Manipulation,FALSE
Medusa,Probability Manipulation,FALSE
Meltdown,Probability Manipulation,FALSE
Mephisto,Probability Manipulation,FALSE
Mera,Probability Manipulation,FALSE
Metallo,Probability Manipulation,FALSE
Metamorpho,Probability Manipulation,FALSE
Metron,Probability Manipulation,FALSE
Micah Sanders,Probability Manipulation,FALSE
Michelangelo,Probability Manipulation,FALSE
Micro Lad,Probability Manipulation,FALSE
Mimic,Probability Manipulation,FALSE
Minna Murray,Probability Manipulation,FALSE
Misfit,Probability Manipulation,FALSE
Miss Martian,Probability Manipulation,FALSE
Mister Fantastic,Probability Manipulation,FALSE
Mister Freeze,Probability Manipulation,FALSE
Mister Knife,Probability Manipulation,FALSE
Mister Mxyzptlk,Probability Manipulation,FALSE
Mister Sinister,Probability Manipulation,FALSE
Mockingbird,Probability Manipulation,FALSE
Mohinder Suresh,Probability Manipulation,FALSE
Molten Man,Probability Manipulation,FALSE
Monarch,Probability Manipulation,FALSE
Monica Dawson,Probability Manipulation,FALSE
Moon Knight,Probability Manipulation,FALSE
Moonstone,Probability Manipulation,FALSE
Morlun,Probability Manipulation,FALSE
Moses Magnum,Probability Manipulation,FALSE
Mr Immortal,Probability Manipulation,FALSE
Mr Incredible,Probability Manipulation,FALSE
Ms Marvel II,Probability Manipulation,FALSE
Multiple Man,Probability Manipulation,FALSE
Mysterio,Probability Manipulation,FALSE
Mystique,Probability Manipulation,FALSE
Namor,Probability Manipulation,FALSE
Namora,Probability Manipulation,FALSE
Namorita,Probability Manipulation,FALSE
Naruto Uzumaki,Probability Manipulation,FALSE
Nathan Petrelli,Probability Manipulation,FALSE
Nebula,Probability Manipulation,FALSE
Negasonic Teenage Warhead,Probability Manipulation,FALSE
Nick Fury,Probability Manipulation,FALSE
Nightcrawler,Probability Manipulation,FALSE
Nightwing,Probability Manipulation,FALSE
Niki Sanders,Probability Manipulation,FALSE
Nina Theroux,Probability Manipulation,FALSE
Northstar,Probability Manipulation,FALSE
Nova,Probability Manipulation,FALSE
Odin,Probability Manipulation,FALSE
Offspring,Probability Manipulation,FALSE
Omniscient,Probability Manipulation,FALSE
One Punch Man,Probability Manipulation,FALSE
One-Above-All,Probability Manipulation,FALSE
Onslaught,Probability Manipulation,FALSE
Oracle,Probability Manipulation,FALSE
Orion,Probability Manipulation,FALSE
Osiris,Probability Manipulation,FALSE
Overtkill,Probability Manipulation,FALSE
Ozymandias,Probability Manipulation,FALSE
Parademon,Probability Manipulation,FALSE
Peek-a-Boo,Probability Manipulation,FALSE
Penance II,Probability Manipulation,FALSE
Penguin,Probability Manipulation,FALSE
Peter Petrelli,Probability Manipulation,FALSE
Phantom,Probability Manipulation,FALSE
Phantom Girl,Probability Manipulation,FALSE
Phoenix,Probability Manipulation,FALSE
Plantman,Probability Manipulation,FALSE
Plastic Man,Probability Manipulation,FALSE
Plastique,Probability Manipulation,FALSE
Poison Ivy,Probability Manipulation,FALSE
Polaris,Probability Manipulation,FALSE
Power Girl,Probability Manipulation,FALSE
Predator,Probability Manipulation,FALSE
Professor X,Probability Manipulation,FALSE
Professor Zoom,Probability Manipulation,FALSE
Proto-Goblin,Probability Manipulation,FALSE
Psylocke,Probability Manipulation,FALSE
Punisher,Probability Manipulation,FALSE
Purple Man,Probability Manipulation,FALSE
Pyro,Probability Manipulation,FALSE
Q,Probability Manipulation,TRUE
Quantum,Probability Manipulation,FALSE
Queen Hippolyta,Probability Manipulation,FALSE
Question,Probability Manipulation,FALSE
Quicksilver,Probability Manipulation,FALSE
Quill,Probability Manipulation,FALSE
Ra's Al Ghul,Probability Manipulation,FALSE
Rachel Pirzad,Probability Manipulation,FALSE
Rambo,Probability Manipulation,FALSE
Raphael,Probability Manipulation,FALSE
Raven,Probability Manipulation,FALSE
Ray,Probability Manipulation,FALSE
Razor-Fist II,Probability Manipulation,FALSE
Reactron,Probability Manipulation,FALSE
Red Arrow,Probability Manipulation,FALSE
Red Hood,Probability Manipulation,FALSE
Red Hulk,Probability Manipulation,FALSE
Red Mist,Probability Manipulation,FALSE
Red Robin,Probability Manipulation,FALSE
Red Skull,Probability Manipulation,FALSE
Red Tornado,Probability Manipulation,FALSE
Redeemer II,Probability Manipulation,FALSE
Redeemer III,Probability Manipulation,FALSE
Rey,Probability Manipulation,FALSE
Rhino,Probability Manipulation,FALSE
Rick Flag,Probability Manipulation,FALSE
Riddler,Probability Manipulation,FALSE
Rip Hunter,Probability Manipulation,FALSE
Ripcord,Probability Manipulation,FALSE
Robin,Probability Manipulation,FALSE
Robin II,Probability Manipulation,FALSE
Robin III,Probability Manipulation,FALSE
Robin V,Probability Manipulation,FALSE
Robin VI,Probability Manipulation,FALSE
Rocket Raccoon,Probability Manipulation,FALSE
Rogue,Probability Manipulation,FALSE
Rorschach,Probability Manipulation,FALSE
SHDB,Probability Manipulation,FALSE
Sabretooth,Probability Manipulation,FALSE
Sage,Probability Manipulation,FALSE
Sandman,Probability Manipulation,FALSE
Sasquatch,Probability Manipulation,FALSE
Sauron,Probability Manipulation,FALSE
Savage Dragon,Probability Manipulation,FALSE
Scarecrow,Probability Manipulation,FALSE
Scarlet Spider,Probability Manipulation,FALSE
Scarlet Spider II,Probability Manipulation,FALSE
Scarlet Witch,Probability Manipulation,TRUE
Scorpia,Probability Manipulation,FALSE
Scorpion,Probability Manipulation,FALSE
Sebastian Shaw,Probability Manipulation,FALSE
Sentry,Probability Manipulation,FALSE
Shadow King,Probability Manipulation,FALSE
Shadow Lass,Probability Manipulation,FALSE
Shadowcat,Probability Manipulation,FALSE
Shang-Chi,Probability Manipulation,FALSE
Shatterstar,Probability Manipulation,FALSE
She-Hulk,Probability Manipulation,FALSE
She-Thing,Probability Manipulation,FALSE
Shocker,Probability Manipulation,FALSE
Shriek,Probability Manipulation,FALSE
Sif,Probability Manipulation,FALSE
Silk,Probability Manipulation,FALSE
Silk Spectre,Probability Manipulation,FALSE
Silk Spectre II,Probability Manipulation,FALSE
Silver Surfer,Probability Manipulation,FALSE
Silverclaw,Probability Manipulation,FALSE
Simon Baz,Probability Manipulation,FALSE
Sinestro,Probability Manipulation,FALSE
Siren,Probability Manipulation,FALSE
Siren II,Probability Manipulation,FALSE
Siryn,Probability Manipulation,FALSE
Skaar,Probability Manipulation,FALSE
Snowbird,Probability Manipulation,FALSE
Sobek,Probability Manipulation,FALSE
Solomon Grundy,Probability Manipulation,FALSE
Songbird,Probability Manipulation,FALSE
Space Ghost,Probability Manipulation,FALSE
Spawn,Probability Manipulation,FALSE
Spectre,Probability Manipulation,FALSE
Speedball,Probability Manipulation,FALSE
Speedy,Probability Manipulation,FALSE
Spider-Girl,Probability Manipulation,FALSE
Spider-Gwen,Probability Manipulation,FALSE
Spider-Man,Probability Manipulation,FALSE
Spider-Woman,Probability Manipulation,FALSE
Spider-Woman III,Probability Manipulation,FALSE
Spider-Woman IV,Probability Manipulation,FALSE
Spock,Probability Manipulation,FALSE
Spyke,Probability Manipulation,FALSE
Star-Lord,Probability Manipulation,FALSE
Stardust,Probability Manipulation,FALSE
Starfire,Probability Manipulation,FALSE
Stargirl,Probability Manipulation,FALSE
Static,Probability Manipulation,FALSE
Steel,Probability Manipulation,FALSE
Stephanie Powell,Probability Manipulation,FALSE
Steppenwolf,Probability Manipulation,FALSE
Storm,Probability Manipulation,FALSE
Stormtrooper,Probability Manipulation,FALSE
Stretch Armstrong,Probability Manipulation,FALSE
Sunspot,Probability Manipulation,FALSE
Superboy,Probability Manipulation,FALSE
Superboy-Prime,Probability Manipulation,FALSE
Supergirl,Probability Manipulation,FALSE
Superman,Probability Manipulation,FALSE
Swamp Thing,Probability Manipulation,FALSE
Swarm,Probability Manipulation,FALSE
Sylar,Probability Manipulation,FALSE
Synch,Probability Manipulation,FALSE
T-1000,Probability Manipulation,FALSE
T-800,Probability Manipulation,FALSE
T-850,Probability Manipulation,FALSE
T-X,Probability Manipulation,FALSE
TEST,Probability Manipulation,FALSE
Taskmaster,Probability Manipulation,FALSE
Tempest,Probability Manipulation,FALSE
Thanos,Probability Manipulation,FALSE
The Cape,Probability Manipulation,FALSE
The Comedian,Probability Manipulation,FALSE
Thing,Probability Manipulation,FALSE
Thor,Probability Manipulation,FALSE
Thor Girl,Probability Manipulation,FALSE
Thunderbird,Probability Manipulation,FALSE
Thunderbird III,Probability Manipulation,FALSE
Thunderstrike,Probability Manipulation,FALSE
Thundra,Probability Manipulation,FALSE
Tiger Shark,Probability Manipulation,FALSE
Tigra,Probability Manipulation,FALSE
Tinkerer,Probability Manipulation,FALSE
Titan,Probability Manipulation,FALSE
Toad,Probability Manipulation,FALSE
Tommy Clarke,Probability Manipulation,FALSE
Toxin,Probability Manipulation,FALSE
Tracy Strauss,Probability Manipulation,FALSE
Trickster,Probability Manipulation,FALSE
Trigon,Probability Manipulation,FALSE
Triplicate Girl,Probability Manipulation,FALSE
Triton,Probability Manipulation,FALSE
Tyrant,Probability Manipulation,FALSE
Ultragirl,Probability Manipulation,FALSE
Ultron,Probability Manipulation,FALSE
Utgard-Loki,Probability Manipulation,FALSE
Valerie Hart,Probability Manipulation,FALSE
Valkyrie,Probability Manipulation,FALSE
Vanisher,Probability Manipulation,FALSE
Vegeta,Probability Manipulation,FALSE
Venom,Probability Manipulation,FALSE
Venom II,Probability Manipulation,FALSE
Venom III,Probability Manipulation,FALSE
Venompool,Probability Manipulation,FALSE
Vertigo II,Probability Manipulation,FALSE
Vibe,Probability Manipulation,FALSE
Vindicator,Probability Manipulation,FALSE
Violator,Probability Manipulation,FALSE
Violet Parr,Probability Manipulation,FALSE
Vision,Probability Manipulation,FALSE
Vixen,Probability Manipulation,FALSE
Vulture,Probability Manipulation,FALSE
Walrus,Probability Manipulation,FALSE
War Machine,Probability Manipulation,FALSE
Warlock,Probability Manipulation,FALSE
Warp,Probability Manipulation,FALSE
Warpath,Probability Manipulation,FALSE
Wasp,Probability Manipulation,FALSE
Watcher,Probability Manipulation,FALSE
Weapon XI,Probability Manipulation,FALSE
White Canary,Probability Manipulation,FALSE
Wildfire,Probability Manipulation,FALSE
Winter Soldier,Probability Manipulation,FALSE
Wolfsbane,Probability Manipulation,FALSE
Wolverine,Probability Manipulation,FALSE
Wonder Girl,Probability Manipulation,FALSE
Wonder Man,Probability Manipulation,FALSE
Wonder Woman,Probability Manipulation,FALSE
X-23,Probability Manipulation,FALSE
X-Man,Probability Manipulation,FALSE
Yellowjacket,Probability Manipulation,FALSE
Yellowjacket II,Probability Manipulation,FALSE
Ymir,Probability Manipulation,FALSE
Yoda,Probability Manipulation,FALSE
Zatanna,Probability Manipulation,TRUE
